productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,extUPC
502548,Squirtle - 007/165,Squirtle 007 165,https://tcgplayer-cdn.tcgplayer.com/product/502548_200w.jpg,3,23237,https://cpt.tcgcsv.com/-026,2025-07-27T11:39:36.643,1,,0.03,0.25,5.0,0.22,,Reverse Holofoil,007/165,Common,Water,60,Basic,"[W] Withdraw
<br>Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks.",[WW] Skull Bash (20),Lx2,None,1,
502548,Squirtle - 007/165,Squirtle 007 165,https://tcgplayer-cdn.tcgplayer.com/product/502548_200w.jpg,3,23237,https://cpt.tcgcsv.com/-026,2025-07-27T11:39:36.643,1,,0.01,0.15,4.99,0.15,,Normal,007/165,Common,Water,60,Basic,"[W] Withdraw
<br>Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks.",[WW] Skull Bash (20),Lx2,None,1,
502549,Squirtle - 170/165,Squirtle 170 165,https://tcgplayer-cdn.tcgplayer.com/product/502549_200w.jpg,3,23237,https://cpt.tcgcsv.com/_026,2025-07-27T11:39:36.69,1,,45.37,57.55,130.0,52.32,47.63,Holofoil,170/165,Illustration Rare,Water,60,Basic,"[W] Withdraw
<br>Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks.",[WW] Skull Bash (20),Lx2,None,1,
502550,Wartortle - 008/165,Wartortle 008 165,https://tcgplayer-cdn.tcgplayer.com/product/502550_200w.jpg,3,23237,https://cpt.tcgcsv.com/0226,2025-07-27T11:39:36.753,1,,0.01,0.18,4.99,0.15,,Normal,008/165,Uncommon,Water,100,Stage 1,"[W] Free Diving
<br>Put up to 3 Basic W Energy cards from your discard pile into your hand.",[WW] Spinning Attack (50),Lx2,None,2,
502550,Wartortle - 008/165,Wartortle 008 165,https://tcgplayer-cdn.tcgplayer.com/product/502550_200w.jpg,3,23237,https://cpt.tcgcsv.com/0226,2025-07-27T11:39:36.753,1,,0.07,0.33,20.0,0.34,,Reverse Holofoil,008/165,Uncommon,Water,100,Stage 1,"[W] Free Diving
<br>Put up to 3 Basic W Energy cards from your discard pile into your hand.",[WW] Spinning Attack (50),Lx2,None,2,
502551,Blastoise ex - 009/165,Blastoise ex 009 165,https://tcgplayer-cdn.tcgplayer.com/product/502551_200w.jpg,3,23237,https://cpt.tcgcsv.com/2226,2025-07-27T11:39:36.8,1,"<strong>Ability â Solid Shell</strong>
<br>This Pokemon takes 30 less damage from attacks <em>(after applying Weakness and Resistance).</em>",0.3,1.02,98.0,1.05,1.13,Holofoil,009/165,Double Rare,Water,330,Stage 2,"[WW] Twin Cannons (140x)
<br>Discard up to 2 Basic W Energy cards from your hand. This attack does 140 damage for each card you discarded in this way.",,Lx2,None,3,
502552,Bulbasaur - 001/165,Bulbasaur 001 165,https://tcgplayer-cdn.tcgplayer.com/product/502552_200w.jpg,3,23237,https://cpt.tcgcsv.com/3226,2025-07-27T11:39:36.853,1,,0.01,0.25,35.0,0.21,,Reverse Holofoil,001/165,Common,Grass,70,Basic,[1G] Leech Seed (20)<br>Heal 20 damage from this Pokemon.,,Rx2,None,2,
502552,Bulbasaur - 001/165,Bulbasaur 001 165,https://tcgplayer-cdn.tcgplayer.com/product/502552_200w.jpg,3,23237,https://cpt.tcgcsv.com/3226,2025-07-27T11:39:36.853,1,,0.01,0.15,4.99,0.14,,Normal,001/165,Common,Grass,70,Basic,[1G] Leech Seed (20)<br>Heal 20 damage from this Pokemon.,,Rx2,None,2,
502553,Ivysaur - 002/165,Ivysaur 002 165,https://tcgplayer-cdn.tcgplayer.com/product/502553_200w.jpg,3,23237,https://cpt.tcgcsv.com/5226,2025-07-27T11:39:36.917,1,,0.01,0.16,4.99,0.16,,Normal,002/165,Uncommon,Grass,100,Stage 1,[1G] Leech Seed (30)<br>Heal 20 damage from this Pokemon.,[1GG] Vine Whip (80),Rx2,None,3,
502553,Ivysaur - 002/165,Ivysaur 002 165,https://tcgplayer-cdn.tcgplayer.com/product/502553_200w.jpg,3,23237,https://cpt.tcgcsv.com/5226,2025-07-27T11:39:36.917,1,,0.03,0.32,5.0,0.34,,Reverse Holofoil,002/165,Uncommon,Grass,100,Stage 1,[1G] Leech Seed (30)<br>Heal 20 damage from this Pokemon.,[1GG] Vine Whip (80),Rx2,None,3,
502554,Venusaur ex - 003/165,Venusaur ex 003 165,https://tcgplayer-cdn.tcgplayer.com/product/502554_200w.jpg,3,23237,https://cpt.tcgcsv.com/6226,2025-07-27T11:39:36.963,1,"<strong>Ability â Tranquil Flower</strong><br>Once during your turn, if this Pokemon is in the Active Spot, you may heal 60 damage from 1 of your Pokemon.",0.25,1.0,70.0,0.92,1.02,Holofoil,003/165,Double Rare,Grass,340,Stage 2,[1GG] Dangerous Toxwhip (150)<br>Your opponent's Active Pokemon is now Confused and Poisoned.,,Rx2,None,4,
502555,Charmander - 004/165,Charmander 004 165,https://tcgplayer-cdn.tcgplayer.com/product/502555_200w.jpg,3,23237,https://cpt.tcgcsv.com/7226,2025-07-27T11:39:37.027,1,,0.03,0.25,5.0,0.23,,Reverse Holofoil,004/165,Common,Fire,70,Basic,[R] Blazing Destruction<br>Discard a Stadium in play.,[RR] Steady Firebreathing (30),Wx2,None,1,
502555,Charmander - 004/165,Charmander 004 165,https://tcgplayer-cdn.tcgplayer.com/product/502555_200w.jpg,3,23237,https://cpt.tcgcsv.com/7226,2025-07-27T11:39:37.027,1,,0.01,0.16,5.0,0.17,,Normal,004/165,Common,Fire,70,Basic,[R] Blazing Destruction<br>Discard a Stadium in play.,[RR] Steady Firebreathing (30),Wx2,None,1,
502556,Charmander - 168/165,Charmander 168 165,https://tcgplayer-cdn.tcgplayer.com/product/502556_200w.jpg,3,23237,https://cpt.tcgcsv.com/8226,2025-07-27T11:39:37.057,1,,48.51,64.22,150.0,57.62,74.6,Holofoil,168/165,Illustration Rare,Fire,70,Basic,[R] Blazing Destruction<br>Discard a Stadium in play.,[RR] Steady Firebreathing (30),Wx2,None,1,
502557,Charmeleon - 005/165,Charmeleon 005 165,https://tcgplayer-cdn.tcgplayer.com/product/502557_200w.jpg,3,23237,https://cpt.tcgcsv.com/9226,2025-07-27T11:39:37.103,1,,0.1,0.28,5.0,0.26,,Reverse Holofoil,005/165,Uncommon,Fire,100,Stage 1,[R] Combustion (20),[RRR] Fire Blast (90)<br>Discard an Energy from this Pokemon,Wx2,None,2,
502557,Charmeleon - 005/165,Charmeleon 005 165,https://tcgplayer-cdn.tcgplayer.com/product/502557_200w.jpg,3,23237,https://cpt.tcgcsv.com/9226,2025-07-27T11:39:37.103,1,,0.04,0.19,4.99,0.16,,Normal,005/165,Uncommon,Fire,100,Stage 1,[R] Combustion (20),[RRR] Fire Blast (90)<br>Discard an Energy from this Pokemon,Wx2,None,2,
502558,Charizard ex - 006/165,Charizard ex 006 165,https://tcgplayer-cdn.tcgplayer.com/product/502558_200w.jpg,3,23237,https://cpt.tcgcsv.com/b226,2025-08-28T20:08:39.11,1,,3.73,5.03,28.79,4.83,,Holofoil,006/165,Double Rare,Fire,330,Stage 2,"[R] Brave Wing (60+)<br> if this Pokemon has any damage counters on it, this attack does 100 more damage.",[RRRR] Explosive Vortex (330)<br>Discard 3 Energy from this Pokemon.,Wx2,None,2,
502559,Caterpie - 010/165,Caterpie 010 165,https://tcgplayer-cdn.tcgplayer.com/product/502559_200w.jpg,3,23237,https://cpt.tcgcsv.com/c226,2025-07-27T11:39:37.197,1,,0.01,0.2,20.0,0.15,0.18,Reverse Holofoil,010/165,Common,Grass,50,Basic,"[G] Leaf Munch (10+)<br>If your opponent's Active Pokemon is a G Pokemon, this attack does 30 more damage.",,Rx2,None,1,
502559,Caterpie - 010/165,Caterpie 010 165,https://tcgplayer-cdn.tcgplayer.com/product/502559_200w.jpg,3,23237,https://cpt.tcgcsv.com/c226,2025-07-27T11:39:37.197,1,,0.01,0.1,4.99,0.08,0.05,Normal,010/165,Common,Grass,50,Basic,"[G] Leaf Munch (10+)<br>If your opponent's Active Pokemon is a G Pokemon, this attack does 30 more damage.",,Rx2,None,1,
502560,Metapod,Metapod,https://tcgplayer-cdn.tcgplayer.com/product/502560_200w.jpg,3,23237,https://cpt.tcgcsv.com/d226,2025-07-27T11:39:37.26,1,,0.05,0.15,4.99,0.13,,Normal,011/165,Common,Grass,90,Stage 1,[G] Tackle (20),"[2] Defensive Posture<br> Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks.",Rx2,None,3,
502560,Metapod,Metapod,https://tcgplayer-cdn.tcgplayer.com/product/502560_200w.jpg,3,23237,https://cpt.tcgcsv.com/d226,2025-07-27T11:39:37.26,1,,0.99,1.88,9.99,1.63,2.4,Reverse Holofoil,011/165,Common,Grass,90,Stage 1,[G] Tackle (20),"[2] Defensive Posture<br> Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks.",Rx2,None,3,
502561,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/502561_200w.jpg,3,23237,https://cpt.tcgcsv.com/f226,2025-07-27T11:39:37.307,1,,0.03,0.22,20.0,0.2,,Reverse Holofoil,012/165,Uncommon,Grass,130,Stage 2,"[G] Whirlwind (60)<br>Switch out your opponent's Active PokÃ©mon to the Bench.
(Your opponent chooses the new Active PokÃ©mon.)","[2] Bye-Bye Flight<br>Choose 1 of your opponent's Benched Pokemon. Shuffle that Pokemon and all attached cards into their deck, and then shuffle this Pokemon and all attached cards into your deck. If your opponent has no Benched Pokemon, this attack does nothing.",Rx2,None,1,
502561,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/502561_200w.jpg,3,23237,https://cpt.tcgcsv.com/f226,2025-07-27T11:39:37.307,1,,0.01,0.12,4.99,0.1,0.07,Normal,012/165,Uncommon,Grass,130,Stage 2,"[G] Whirlwind (60)<br>Switch out your opponent's Active PokÃ©mon to the Bench.
(Your opponent chooses the new Active PokÃ©mon.)","[2] Bye-Bye Flight<br>Choose 1 of your opponent's Benched Pokemon. Shuffle that Pokemon and all attached cards into their deck, and then shuffle this Pokemon and all attached cards into your deck. If your opponent has no Benched Pokemon, this attack does nothing.",Rx2,None,1,
502562,Weedle,Weedle,https://tcgplayer-cdn.tcgplayer.com/product/502562_200w.jpg,3,23237,https://cpt.tcgcsv.com/g226,2025-07-27T11:39:37.34,1,,0.01,0.1,4.99,0.06,0.05,Normal,013/165,Common,Grass,50,Basic,[G] Ram (10),[2] Bug Bite (20),Rx2,None,1,
502562,Weedle,Weedle,https://tcgplayer-cdn.tcgplayer.com/product/502562_200w.jpg,3,23237,https://cpt.tcgcsv.com/g226,2025-07-27T11:39:37.34,1,,0.04,0.2,20.0,0.17,0.13,Reverse Holofoil,013/165,Common,Grass,50,Basic,[G] Ram (10),[2] Bug Bite (20),Rx2,None,1,
502563,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/502563_200w.jpg,3,23237,https://cpt.tcgcsv.com/h226,2025-07-27T11:39:37.397,1,<strong> Ability â Cocoon Cover</strong><br>Prevent all effects of attacks used by your opponent's Pokemon done to this Pokemon.<em>(Damage is not an effect.)</em>,0.01,0.15,4.99,0.15,,Normal,014/165,Common,Grass,80,Stage 1,[2] Zzzt (20),,Rx2,None,3,
502563,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/502563_200w.jpg,3,23237,https://cpt.tcgcsv.com/h226,2025-07-27T11:39:37.397,1,<strong> Ability â Cocoon Cover</strong><br>Prevent all effects of attacks used by your opponent's Pokemon done to this Pokemon.<em>(Damage is not an effect.)</em>,0.85,1.86,8.99,1.85,2.26,Reverse Holofoil,014/165,Common,Grass,80,Stage 1,[2] Zzzt (20),,Rx2,None,3,
502564,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/502564_200w.jpg,3,23237,https://cpt.tcgcsv.com/j226,2025-07-27T11:39:37.69,1,,0.2,0.77,5.99,0.69,,Reverse Holofoil,015/165,Rare,Grass,130,Stage 2,"[2] Nadir Needle (30+) If you have no cards in your hand, this attack does 120 more damage, and your opponent's Active PokÃ©mon is now Paralyzed and Poisoned.",[GG] Pierce (110),Rx2,None,1,
502564,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/502564_200w.jpg,3,23237,https://cpt.tcgcsv.com/j226,2025-07-27T11:39:37.69,1,,0.02,0.17,4.99,0.16,0.15,Holofoil,015/165,Rare,Grass,130,Stage 2,"[2] Nadir Needle (30+) If you have no cards in your hand, this attack does 120 more damage, and your opponent's Active PokÃ©mon is now Paralyzed and Poisoned.",[GG] Pierce (110),Rx2,None,1,
502565,Pidgey,Pidgey,https://tcgplayer-cdn.tcgplayer.com/product/502565_200w.jpg,3,23237,https://cpt.tcgcsv.com/k226,2025-07-27T11:39:37.443,1,,0.01,0.15,4.99,0.11,,Normal,016/165,Common,Colorless,50,Basic,"[1] Call for Family<br>Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck.",[2] Tackle (20),Lx2,F-30,1,
502565,Pidgey,Pidgey,https://tcgplayer-cdn.tcgplayer.com/product/502565_200w.jpg,3,23237,https://cpt.tcgcsv.com/k226,2025-07-27T11:39:37.443,1,,0.05,0.26,5.0,0.29,,Reverse Holofoil,016/165,Common,Colorless,50,Basic,"[1] Call for Family<br>Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck.",[2] Tackle (20),Lx2,F-30,1,
502566,Pidgeotto,Pidgeotto,https://tcgplayer-cdn.tcgplayer.com/product/502566_200w.jpg,3,23237,https://cpt.tcgcsv.com/l226,2025-07-27T11:39:37.49,1,,0.05,0.27,4.99,0.25,,Normal,017/165,Common,Colorless,80,Stage 1,[1] Flap (20),,Lx2,F-30,,
502566,Pidgeotto,Pidgeotto,https://tcgplayer-cdn.tcgplayer.com/product/502566_200w.jpg,3,23237,https://cpt.tcgcsv.com/l226,2025-07-27T11:39:37.49,1,,1.73,2.69,10.99,2.49,,Reverse Holofoil,017/165,Common,Colorless,80,Stage 1,[1] Flap (20),,Lx2,F-30,,
502567,Pidgeot,Pidgeot,https://tcgplayer-cdn.tcgplayer.com/product/502567_200w.jpg,3,23237,https://cpt.tcgcsv.com/m226,2025-07-27T11:39:37.537,1,,0.01,0.12,4.99,0.11,,Normal,018/165,Uncommon,Colorless,130,Stage 2,[1] Flap (40),"[3] Fly (150)<br>Flip a coin. If tails, this attack does nothing. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.",Lx2,F-30,,
502567,Pidgeot,Pidgeot,https://tcgplayer-cdn.tcgplayer.com/product/502567_200w.jpg,3,23237,https://cpt.tcgcsv.com/m226,2025-07-27T11:39:37.537,1,,0.01,0.2,20.0,0.15,,Reverse Holofoil,018/165,Uncommon,Colorless,130,Stage 2,[1] Flap (40),"[3] Fly (150)<br>Flip a coin. If tails, this attack does nothing. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.",Lx2,F-30,,
502568,Rattata,Rattata,https://tcgplayer-cdn.tcgplayer.com/product/502568_200w.jpg,3,23237,https://cpt.tcgcsv.com/n226,2025-07-27T11:39:37.583,1,,0.05,0.18,20.0,0.15,,Reverse Holofoil,019/165,Common,Colorless,40,Basic,[2] Gnaw the Wound (20+)<br>This attack does 10 more damage for each damage counter on your opponent's Active Pokemon,,Fx2,,1,
502568,Rattata,Rattata,https://tcgplayer-cdn.tcgplayer.com/product/502568_200w.jpg,3,23237,https://cpt.tcgcsv.com/n226,2025-07-27T11:39:37.583,1,,0.01,0.1,4.99,0.08,,Normal,019/165,Common,Colorless,40,Basic,[2] Gnaw the Wound (20+)<br>This attack does 10 more damage for each damage counter on your opponent's Active Pokemon,,Fx2,,1,
502569,Raticate,Raticate,https://tcgplayer-cdn.tcgplayer.com/product/502569_200w.jpg,3,23237,https://cpt.tcgcsv.com/p226,2025-07-27T11:39:37.643,1,,0.05,0.2,20.0,0.16,,Reverse Holofoil,020/165,Uncommon,Colorless,70,Stage 1,[2] Second Bite (30+)<br>This attack does 30 more damage for each damage counter on your opponent's Active Pokemon.,,Fx2,,,
502569,Raticate,Raticate,https://tcgplayer-cdn.tcgplayer.com/product/502569_200w.jpg,3,23237,https://cpt.tcgcsv.com/p226,2025-07-27T11:39:37.643,1,,0.01,0.1,5.0,0.09,0.06,Normal,020/165,Uncommon,Colorless,70,Stage 1,[2] Second Bite (30+)<br>This attack does 30 more damage for each damage counter on your opponent's Active Pokemon.,,Fx2,,,
502587,Spearow,Spearow,https://tcgplayer-cdn.tcgplayer.com/product/502587_200w.jpg,3,23237,https://cpt.tcgcsv.com/M226,2025-07-27T11:39:37.737,1,"<strong>Ability â Evolutionary Advantage</strong><br>If you go second, this Pokemon can evolve during your first turn.",0.4,1.06,12.99,1.08,1.59,Reverse Holofoil,021/165,Common,Colorless,50,Basic,[1] Speed Dive (10),,Lx2,F-30,1,
502587,Spearow,Spearow,https://tcgplayer-cdn.tcgplayer.com/product/502587_200w.jpg,3,23237,https://cpt.tcgcsv.com/M226,2025-07-27T11:39:37.737,1,"<strong>Ability â Evolutionary Advantage</strong><br>If you go second, this Pokemon can evolve during your first turn.",0.01,0.1,4.99,0.08,,Normal,021/165,Common,Colorless,50,Basic,[1] Speed Dive (10),,Lx2,F-30,1,
502589,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/502589_200w.jpg,3,23237,https://cpt.tcgcsv.com/P226,2025-07-27T11:39:37.783,1,,0.01,0.2,5.0,0.16,,Reverse Holofoil,022/165,Uncommon,Colorless,90,Stage 1,"[1] Beak Catch<br>Search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck.",[1] Speed Dive (50),Lx2,F-30,,
502589,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/502589_200w.jpg,3,23237,https://cpt.tcgcsv.com/P226,2025-07-27T11:39:37.783,1,,0.01,0.1,4.99,0.09,,Normal,022/165,Uncommon,Colorless,90,Stage 1,"[1] Beak Catch<br>Search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck.",[1] Speed Dive (50),Lx2,F-30,,
503313,151 Elite Trainer Box,151 Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/503313_200w.jpg,3,23237,https://cpt.tcgcsv.com/hl26,2023-09-29T13:38:37.453,1,"The PokÃ©mon TCG: Scarlet & Violetâ151 Elite Trainer Box includes:
<br>â¢ 9 PokÃ©mon TCG: Scarlet & Violetâ151 booster packs
<br>â¢ 1 full-art foil promo card featuring Snorlax
<br>â¢ 65 card sleeves
<br>â¢ 45 PokÃ©mon TCG Energy cards
<br>â¢ A playerâs guide to the Scarlet & Violetâ151 expansion
<br>â¢ 6 damage-counter dice
<br>â¢ 1 competition-legal coin-flip die
<br>â¢ 2 plastic condition markers
<br>â¢ A collectorâs box to hold everything, with 4 dividers to keep it organized
<br>â¢ A code card for PokÃ©mon Trading Card Game Live",400.0,498.98,4999.99,398.36,,Normal,,,,,,,,,,,
504467,151 Booster Pack,151 Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/504467_200w.jpg,3,23237,https://cpt.tcgcsv.com/mP26,2023-09-22T04:03:23.64,1,Each pack contains 10 cards.,13.99,17.46,777.0,17.06,,Normal,,,,,,,,,,,
